	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
85	3p	25,26,27,28,29,30,31,32	6558.875	0.5071892595519909	3326.5909547440647	-15	266.0	undepleted
86	3p	25,26,27,28,29,30,31,32	6575.375	0.4920884876045543	3235.6663391827965	-14	470.0	undepleted
87	3p	25,26,27,28,29,30,31,32	6591.5	0.5131968438576041	3382.7369962873972	-13	349.0	undepleted
88	3p	25,26,27,28,29,30,31,32	6607.0	0.5434488966238009	3590.566859993453	-12	332.0	undepleted
89	3p	25,26,27,28,29,30,31,32	6607.0	0.5372121009876891	3549.3603512256623	-11	416.0	undepleted
90	3p	25,26,27,28,29,30,31,32	6607.0	0.5965380427266099	3941.3268482947115	-10	380.0	undepleted
91	3p	25,26,27,28,29,30,31,32	6607.0	0.4682954697112112	3094.0281683819726	-9	293.0	undepleted
92	3p	25,26,27,28,29,30,31,32	6607.0	0.4260940073940966	2815.2031068527963	-8	386.0	undepleted
93	3p	25,26,27,28,29,30,31,32	6607.0	0.5616931904071704	3711.1069090201745	-7	285.0	undepleted
94	3p	25,26,27,28,29,30,31,32	6607.0	0.37414093698726536	2471.949170674862	-6	179.0	undepleted
95	3p	25,26,27,28,29,30,31,32	6607.0	0.26836359769193596	1773.078289950621	-5	175.0	undepleted
96	3p	25,26,27,28,29,30,31,32	6607.0	0.24825057750740354	1640.1915655914152	-4	123.0	undepleted
97	3p	25,26,27,28,29,30,31,32	6607.0	0.22669150756585044	1497.7507904875738	-3	85.0	undepleted
98	3p	25,26,27,28,29,30,31,32	6607.0	0.4532827080349497	2994.8388519869127	-2	164.0	undepleted
99	3p	25,26,27,28,29,30,31,32	6607.0	2.14444620725399	14168.356091327112	-1	1558.0	undepleted
100	3p	25,26,27,28,29,30,31,32	6607.0	10.47706157984985	69221.94585806796	0	9951.0	undepleted
101	3p	25,26,27,28,29,30,31,32	6607.0	5.852476897220287	38667.314859934435	1	5555.0	undepleted
102	3p	25,26,27,28,29,30,31,32	6607.0	1.9658782349911175	12988.557498586313	2	1742.0	undepleted
103	3p	25,26,27,28,29,30,31,32	6607.0	3.8928416439508937	25720.004741583554	3	3837.0	undepleted
104	3p	25,26,27,28,29,30,31,32	6607.0	1.9884328268815994	13137.575687206727	4	1821.0	undepleted
105	3p	25,26,27,28,29,30,31,32	6607.0	1.0386838443646875	6862.58415971749	5	959.0	undepleted
106	3p	25,26,27,28,29,30,31,32	6607.0	2.2559304873582815	14904.932729976164	6	2175.0	undepleted
107	3p	25,26,27,28,29,30,31,32	6607.0	1.1336584244047447	7490.081210042148	7	991.0	undepleted
108	3p	25,26,27,28,29,30,31,32	6607.0	0.7715174146090815	5097.415558322202	8	600.0	undepleted
109	3p	25,26,27,28,29,30,31,32	6607.0	2.1182738708428963	13995.435464659016	9	1767.0	undepleted
110	3p	25,26,27,28,29,30,31,32	6607.0	0.9411113193959378	6217.922487248961	10	940.0	undepleted
111	3p	25,26,27,28,29,30,31,32	6607.0	0.6550331806137877	4327.804224315295	11	522.0	undepleted
112	3p	25,26,27,28,29,30,31,32	6607.0	2.0957963497463736	13846.92648277429	12	2157.0	undepleted
113	3p	25,26,27,28,29,30,31,32	6607.0	1.4326420706061176	9465.46616049462	13	1393.0	undepleted
114	3p	25,26,27,28,29,30,31,32	6607.0	0.6243708725851387	4125.218355170011	14	626.0	undepleted
115	3p	25,26,27,28,29,30,31,32	6607.0	1.5697008098103187	10371.013250416776	15	1776.0	undepleted
116	3p	25,26,27,28,29,30,31,32	6607.0	0.8990328459685789	5939.910013314401	16	835.0	undepleted
117	3p	25,26,27,28,29,30,31,32	6607.0	0.6419961319753011	4241.668443960814	17	537.0	undepleted
118	3p	25,26,27,28,29,30,31,32	6607.0	1.6908232730750439	11171.269365206816	18	1514.0	undepleted
119	3p	25,26,27,28,29,30,31,32	6607.0	0.7665284425074642	5064.453419646816	19	782.0	undepleted
120	3p	25,26,27,28,29,30,31,32	6607.0	0.5785647604492912	3822.5773722884664	20	500.0	undepleted
121	3p	25,26,27,28,29,30,31,32	6607.0	1.760967970540631	11634.715381361948	21	1523.0	undepleted
122	3p	25,26,27,28,29,30,31,32	6607.0	0.8396282895900379	5547.4241093213805	22	784.0	undepleted
123	3p	25,26,27,28,29,30,31,32	6607.0	0.6486505717913096	4285.6343278251825	23	526.0	undepleted
124	3p	25,26,27,28,29,30,31,32	6607.0	1.604730568208137	10602.454864151161	24	1547.0	undepleted
125	3p	25,26,27,28,29,30,31,32	6607.0	0.9487014739232552	6268.070638210947	25	814.0	undepleted
126	3p	25,26,27,28,29,30,31,32	6607.0	0.7362572996226807	4864.451978607051	26	515.0	undepleted
127	3p	25,26,27,28,29,30,31,32	6607.0	1.6936085615098648	11189.671765895677	27	1548.0	undepleted
128	3p	25,26,27,28,29,30,31,32	6607.0	0.8459227802143049	5589.011808875913	28	820.0	undepleted
129	3p	25,26,27,28,29,30,31,32	6607.0	0.6045404224377863	3994.198571046454	29	548.0	undepleted
130	3p	25,26,27,28,29,30,31,32	6607.0	1.514583236769409	10006.851445335486	30	1303.0	undepleted
131	3p	25,26,27,28,29,30,31,32	6607.0	0.8760321436378106	5787.944373015014	31	681.0	undepleted
132	3p	25,26,27,28,29,30,31,32	6607.0	0.5819570395463884	3844.9901602829887	32	500.0	undepleted
133	3p	25,26,27,28,29,30,31,32	6607.0	1.6835074483471877	11122.933711229869	33	1298.0	undepleted
134	3p	25,26,27,28,29,30,31,32	6607.0	0.8861115072164489	5854.538728179078	34	734.0	undepleted
135	3p	25,26,27,28,29,30,31,32	6607.0	0.6490286536938693	4288.132314955395	35	564.0	undepleted
136	3p	25,26,27,28,29,30,31,32	6607.0	1.660752154367411	10972.589483905485	36	1374.0	undepleted
137	3p	25,26,27,28,29,30,31,32	6607.0	0.8340484606289407	5510.558179375411	37	798.0	undepleted
138	3p	25,26,27,28,29,30,31,32	6607.0	0.5833178983282598	3853.9813542548122	38	635.0	undepleted
139	3p	25,26,27,28,29,30,31,32	6607.0	1.6538778080357601	10927.170677692267	39	1453.0	undepleted
140	3p	25,26,27,28,29,30,31,32	6607.0	0.7468777249918115	4934.6211290208985	40	815.0	undepleted
141	3p	25,26,27,28,29,30,31,32	6607.0	0.7222893275804205	4772.165587323839	41	686.0	undepleted
142	3p	25,26,27,28,29,30,31,32	6607.0	1.5436216500881677	10198.708242132523	42	1302.0	undepleted
143	3p	25,26,27,28,29,30,31,32	6607.0	0.83849577605357	5539.941592385937	43	720.0	undepleted
144	3p	25,26,27,28,29,30,31,32	6607.0	0.6243327487471967	4124.9664709727285	44	532.0	undepleted
145	3p	25,26,27,28,29,30,31,32	6607.0	1.4822183603121164	9793.016706582153	45	1418.0	undepleted
146	3p	25,26,27,28,29,30,31,32	6607.0	0.9582238109343187	6330.984718843044	46	828.0	undepleted
147	3p	25,26,27,28,29,30,31,32	6607.0	0.7867259955881819	5197.898652851118	47	637.0	undepleted
148	3p	25,26,27,28,29,30,31,32	6607.0	1.6338593274044493	10794.908576161197	48	1523.0	undepleted
149	3p	25,26,27,28,29,30,31,32	6607.0	0.9683706487481146	6398.024876278793	49	816.0	undepleted
150	3p	25,26,27,28,29,30,31,32	6607.0	0.7232189036347948	4778.307296315089	50	647.0	undepleted
151	3p	25,26,27,28,29,30,31,32	6607.0	1.6212692897636845	10711.726197468663	51	1417.0	undepleted
152	3p	25,26,27,28,29,30,31,32	6607.0	0.9577800265784004	6328.052635603492	52	726.0	undepleted
153	3p	25,26,27,28,29,30,31,32	6607.0	0.8605798719733853	5685.851214128156	53	558.0	undepleted
154	3p	25,26,27,28,29,30,31,32	6607.0	1.5915738369686647	10515.528340851968	54	1379.0	undepleted
155	3p	25,26,27,28,29,30,31,32	6607.0	0.8478809505496695	5601.949440281666	55	819.0	undepleted
156	3p	25,26,27,28,29,30,31,32	6607.0	0.7076039417069427	4675.139242857771	56	721.0	undepleted
157	3p	25,26,27,28,29,30,31,32	6607.0	1.5853357939640136	10474.313590720238	57	1268.0	undepleted
158	3p	25,26,27,28,29,30,31,32	6607.0	0.828271743550271	5472.391409636641	58	742.0	undepleted
159	3p	25,26,27,28,29,30,31,32	6607.0	0.8666429650014932	5725.9100697648655	59	661.0	undepleted
160	3p	25,26,27,28,29,30,31,32	6607.0	1.688782784086487	11157.78785445942	60	1308.0	undepleted
161	3p	25,26,27,28,29,30,31,32	6607.0	0.942862485466778	6229.492441479002	61	722.0	undepleted
162	3p	25,26,27,28,29,30,31,32	6607.0	0.8418914468515392	5562.376789348119	62	657.0	undepleted
163	3p	25,26,27,28,29,30,31,32	6607.0	1.4135731831688965	9339.4780211969	63	1267.0	undepleted
164	3p	25,26,27,28,29,30,31,32	6607.0	1.020064633275063	6739.567032048341	64	711.0	undepleted
165	3p	25,26,27,28,29,30,31,32	6607.0	0.6923728904797001	4574.5076873993785	65	626.0	undepleted
166	3p	25,26,27,28,29,30,31,32	6607.0	1.537534799845692	10158.492422580488	66	1233.0	undepleted
167	3p	25,26,27,28,29,30,31,32	6607.0	0.9053032848834668	5981.338803225065	67	782.0	undepleted
168	3p	25,26,27,28,29,30,31,32	6607.0	0.8632120906752799	5703.242283091575	68	627.0	undepleted
169	3p	25,26,27,28,29,30,31,32	6607.0	1.615589781187856	10674.201684308164	69	1395.0	undepleted
170	3p	25,26,27,28,29,30,31,32	6607.0	1.025951736466618	6778.463122834944	70	813.0	undepleted
171	3p	25,26,27,28,29,30,31,32	6607.0	0.9561559117757452	6317.322109102349	71	704.0	undepleted
172	3p	25,26,27,28,29,30,31,32	6607.0	1.4270060128055466	9428.228726606247	72	1398.0	undepleted
173	3p	25,26,27,28,29,30,31,32	6607.0	0.8867041627088429	5858.454403017325	73	778.0	undepleted
174	3p	25,26,27,28,29,30,31,32	6607.0	0.8165701038526343	5395.078676154355	74	648.0	undepleted
175	3p	25,26,27,28,29,30,31,32	6607.0	1.4037788040209125	9274.76655816617	75	1278.0	undepleted
176	3p	25,26,27,28,29,30,31,32	6607.0	1.0101641173880835	6674.154323583068	76	814.0	undepleted
177	3p	25,26,27,28,29,30,31,32	6607.0	0.9071133316206063	5993.2977820173455	77	757.0	undepleted
178	3p	25,26,27,28,29,30,31,32	6607.0	1.6621701022125677	10981.957865318434	78	1450.0	undepleted
179	3p	25,26,27,28,29,30,31,32	6607.0	0.9537538078040622	6301.451408161439	79	755.0	undepleted
180	3p	25,26,27,28,29,30,31,32	6607.0	0.8088285200202618	5343.93003177387	80	668.0	undepleted
181	3p	25,26,27,28,29,30,31,32	6607.0	1.6039060026138023	10597.006959269393	81	1441.0	undepleted
182	3p	25,26,27,28,29,30,31,32	6607.0	0.8613122602859997	5690.6901037096	82	939.0	undepleted
183	3p	25,26,27,28,29,30,31,32	6607.0	0.8013292618850327	5294.382433274412	83	767.0	undepleted
184	3p	25,26,27,28,29,30,31,32	6607.0	1.4612293039043527	9654.342010896058	84	1357.0	undepleted
185	3p	25,26,27,28,29,30,31,32	6607.0	1.0224351223529022	6755.2288533856245	85	892.0	undepleted
186	3p	25,26,27,28,29,30,31,32	6607.0	0.8866434915111191	5858.053548413964	86	736.0	undepleted
187	3p	25,26,27,28,29,30,31,32	6607.0	1.4254746311139397	9418.110887769799	87	1213.0	undepleted
188	3p	25,26,27,28,29,30,31,32	6607.0	0.8636407207716261	5706.074242138134	88	746.0	undepleted
189	3p	25,26,27,28,29,30,31,32	6607.0	0.7014174297100998	4634.264958094629	89	679.0	undepleted
190	3p	25,26,27,28,29,30,31,32	6607.0	1.5359700024033147	10148.153805878701	90	1256.0	undepleted
191	3p	25,26,27,28,29,30,31,32	6607.0	0.9032602947438011	5967.840767372294	91	831.0	undepleted
192	3p	25,26,27,28,29,30,31,32	6607.0	0.8755962446639273	5785.0643884945675	92	736.0	undepleted
193	3p	25,26,27,28,29,30,31,32	6607.0	1.494420879315885	9873.638749640053	93	1385.0	undepleted
194	3p	25,26,27,28,29,30,31,32	6607.0	1.1684507062109937	7719.9538159360345	94	856.0	undepleted
195	3p	25,26,27,28,29,30,31,32	6607.0	0.9479042236517085	6262.803205666838	95	761.0	undepleted
196	3p	25,26,27,28,29,30,31,32	6607.0	1.7252771855160383	11398.906364704464	96	1286.0	undepleted
197	3p	25,26,27,28,29,30,31,32	6607.0	0.9319432843333498	6157.349279590442	97	700.0	undepleted
198	3p	25,26,27,28,29,30,31,32	6607.0	0.7410228479380692	4895.937956326823	98	690.0	undepleted
199	3p	25,26,27,28,29,30,31,32	6607.0	1.4089826310391271	9309.148243275513	99	1312.0	undepleted
200	3p	25,26,27,28,29,30,31,32	6607.0	0.9034282411284308	5968.9503891355425	100	748.0	undepleted
201	3p	25,26,27,28,29,30,31,32	6607.0	1.0049351585320214	6639.606592421066	101	746.0	undepleted
202	3p	25,26,27,28,29,30,31,32	6607.0	1.430645197739054	9452.27282146193	102	1321.0	undepleted
203	3p	25,26,27,28,29,30,31,32	6607.0	0.9373942913475436	6193.364082933221	103	788.0	undepleted
204	3p	25,26,27,28,29,30,31,32	6607.0	0.9486496800361537	6267.728435998867	104	661.0	undepleted
205	3p	25,26,27,28,29,30,31,32	6607.0	1.4967048382732433	9888.728866471318	105	1350.0	undepleted
206	3p	25,26,27,28,29,30,31,32	6607.0	0.9629952156413234	6362.509389742224	106	782.0	undepleted
207	3p	25,26,27,28,29,30,31,32	6607.0	0.8904942355975058	5883.495414592721	107	730.0	undepleted
208	3p	25,26,27,28,29,30,31,32	6607.0	1.5777704682915954	10424.32948400257	108	1344.0	undepleted
209	3p	25,26,27,28,29,30,31,32	6607.0	0.8870185705311173	5860.531695499092	109	815.0	undepleted
210	3p	25,26,27,28,29,30,31,32	6607.0	0.8653183514198912	5717.158347831221	110	725.0	undepleted
211	3p	25,26,27,28,29,30,31,32	6607.0	1.4288956958146153	9440.713862247163	111	1320.0	undepleted
212	3p	25,26,27,28,29,30,31,32	6607.0	0.8261931292810529	5458.658005159917	112	772.0	undepleted
213	3p	25,26,27,28,29,30,31,32	6607.0	0.8320402730006287	5497.290083715154	113	668.0	undepleted
214	3p	25,26,27,28,29,30,31,32	6607.0	1.1497365174971563	7596.309171103711	114	1261.0	undepleted
215	3p	25,26,27,28,29,30,31,32	6607.0	0.9277520442017639	6129.657756041054	115	809.0	undepleted
216	3p	25,26,27,28,29,30,31,32	6607.0	0.877497144596413	5797.623634348501	116	756.0	undepleted
217	3p	25,26,27,28,29,30,31,32	6607.0	1.4903597935384378	9846.807155908458	117	1517.0	undepleted
218	3p	25,26,27,28,29,30,31,32	6607.0	1.1634664344683614	7687.022732532464	118	851.0	undepleted
219	3p	25,26,27,28,29,30,31,32	6607.0	0.9869864339797365	6521.019369304119	119	756.0	undepleted
220	3p	25,26,27,28,29,30,31,32	6607.0	1.5345128547357467	10138.52643123908	120	1348.0	undepleted
221	3p	25,26,27,28,29,30,31,32	6607.0	1.0018516654734089	6619.233953782813	121	858.0	undepleted
222	3p	25,26,27,28,29,30,31,32	6607.0	0.9321319180967882	6158.59558286548	122	754.0	undepleted
223	3p	25,26,27,28,29,30,31,32	6607.0	1.9210224423143873	12692.195276371158	123	1434.0	undepleted
224	3p	25,26,27,28,29,30,31,32	6607.0	0.7524921918105453	4971.715911292273	124	862.0	undepleted
225	3p	25,26,27,28,29,30,31,32	6607.0	0.955143184720359	6310.6310214474115	125	806.0	undepleted
226	3p	25,26,27,28,29,30,31,32	6607.0	1.4584618836191072	9636.057665071441	126	1199.0	undepleted
227	3p	25,26,27,28,29,30,31,32	6607.0	0.9557610690371092	6314.713383128181	127	786.0	undepleted
228	3p	25,26,27,28,29,30,31,32	6607.0	0.8141259217194722	5378.929964800553	128	714.0	undepleted
229	3p	25,26,27,28,29,30,31,32	6607.0	1.2990037970425095	8582.51808705986	129	1278.0	undepleted
230	3p	25,26,27,28,29,30,31,32	6607.0	1.0174554115731174	6722.327904263586	130	804.0	undepleted
231	3p	25,26,27,28,29,30,31,32	6607.0	0.8497394905522375	5614.228814078633	131	714.0	undepleted
232	3p	25,26,27,28,29,30,31,32	6607.0	1.626966018555376	10749.36448459537	132	1309.0	undepleted
233	3p	25,26,27,28,29,30,31,32	6607.0	0.9679603403532169	6395.313968713704	133	943.0	undepleted
234	3p	25,26,27,28,29,30,31,32	6607.0	0.8437155382258273	5574.428561058041	134	762.0	undepleted
235	3p	25,26,27,28,29,30,31,32	6607.0	1.4257597689669985	9419.99479356496	135	1192.0	undepleted
236	3p	25,26,27,28,29,30,31,32	6607.0	0.8435924173339814	5573.615101325615	136	705.0	undepleted
237	3p	25,26,27,28,29,30,31,32	6607.0	0.7757405363460955	5125.317723638653	137	639.0	undepleted
238	3p	25,26,27,28,29,30,31,32	6607.0	1.5192811854171517	10037.890792051121	138	1284.0	undepleted
239	3p	25,26,27,28,29,30,31,32	6607.0	0.8820555911751781	5827.741290894402	139	724.0	undepleted
240	3p	25,26,27,28,29,30,31,32	6607.0	0.8828617885406868	5833.067836888317	140	670.0	undepleted
241	3p	25,26,27,28,29,30,31,32	6607.0	1.4895940287031477	9841.747747641697	141	1455.0	undepleted
242	3p	25,26,27,28,29,30,31,32	6607.0	0.8699871128703025	5748.004854734088	142	848.0	undepleted
243	3p	25,26,27,28,29,30,31,32	6607.0	0.7910340329864414	5226.361855941418	143	786.0	undepleted
244	3p	25,26,27,28,29,30,31,32	6607.0	1.3206264849190406	8725.379185860102	144	1352.0	undepleted
245	3p	25,26,27,28,29,30,31,32	6607.0	0.8762913992255874	5789.657274683456	145	830.0	undepleted
246	3p	25,26,27,28,29,30,31,32	6607.0	0.8312835936075509	5492.290702965089	146	707.0	undepleted
247	3p	25,26,27,28,29,30,31,32	6607.0	1.5963135513509243	10546.843633775557	147	1327.0	undepleted
248	3p	25,26,27,28,29,30,31,32	6607.0	0.7731376721097251	5108.120599628954	148	787.0	undepleted
249	3p	25,26,27,28,29,30,31,32	6607.0	0.7415551420199716	4899.454823325953	149	689.0	undepleted
250	3p	25,26,27,28,29,30,31,32	6607.0	1.5712848724811896	10381.47915248322	150	1225.0	undepleted
251	3p	25,26,27,28,29,30,31,32	6607.0	0.8096564325410643	5349.400049798812	151	726.0	undepleted
252	3p	25,26,27,28,29,30,31,32	6607.0	0.718866049205904	4749.547987103408	152	660.0	undepleted
253	3p	25,26,27,28,29,30,31,32	6607.0	1.533644126541287	10132.786744058283	153	1291.0	undepleted
254	3p	25,26,27,28,29,30,31,32	6607.0	0.936408784141325	6186.852836821734	154	834.0	undepleted
255	3p	25,26,27,28,29,30,31,32	6607.0	0.9748493958326485	6440.8299582663085	155	838.0	undepleted
256	3p	25,26,27,28,29,30,31,32	6607.0	1.5231886987637644	10063.707732732191	156	1514.0	undepleted
257	3p	25,26,27,28,29,30,31,32	6607.0	0.8497241928718124	5614.127742304065	157	813.0	undepleted
258	3p	25,26,27,28,29,30,31,32	6607.0	0.7837744569512792	5178.397837077102	158	744.0	undepleted
259	3p	25,26,27,28,29,30,31,32	6607.0	1.389828348086812	9182.595895809567	159	1401.0	undepleted
260	3p	25,26,27,28,29,30,31,32	6607.0	1.0370554216895354	6851.825171102761	160	872.0	undepleted
261	3p	25,26,27,28,29,30,31,32	6607.0	0.8071086958235936	5332.567153306482	161	710.0	undepleted
262	3p	25,26,27,28,29,30,31,32	6607.0	1.560468712439419	10310.016783087241	162	1342.0	undepleted
263	3p	25,26,27,28,29,30,31,32	6607.0	1.0005149190656886	6610.402070267004	163	783.0	undepleted
264	3p	25,26,27,28,29,30,31,32	6607.0	0.918892836061197	6071.124967856328	164	791.0	undepleted
265	3p	25,26,27,28,29,30,31,32	6607.0	1.2838287608951215	8482.256623234069	165	1445.0	undepleted
266	3p	25,26,27,28,29,30,31,32	6607.0	0.8127485263074165	5369.8295133131005	166	808.0	undepleted
267	3p	25,26,27,28,29,30,31,32	6607.0	0.8971519506922238	5927.482938223522	167	742.0	undepleted
268	3p	25,26,27,28,29,30,31,32	6607.0	1.5059563852949671	9949.853837643848	168	1303.0	undepleted
269	3p	25,26,27,28,29,30,31,32	6607.0	0.9614167090879407	6352.0801969440245	169	823.0	undepleted
270	3p	25,26,27,28,29,30,31,32	6607.0	0.7303258750384338	4825.263056378933	170	683.0	undepleted
271	3p	25,26,27,28,29,30,31,32	6607.0	1.5332700537631008	10130.315245212807	171	1247.0	undepleted
272	3p	25,26,27,28,29,30,31,32	6607.0	0.8547451898634778	5647.301469427998	172	715.0	undepleted
273	3p	25,26,27,28,29,30,31,32	6607.0	0.9110957553843133	6019.609655824158	173	682.0	undepleted
274	3p	25,26,27,28,29,30,31,32	6607.0	1.2644812442850086	8354.427580991052	174	1162.0	undepleted
275	3p	25,26,27,28,29,30,31,32	6607.0	1.0062918153980036	6648.570024334609	175	778.0	undepleted
276	3p	25,26,27,28,29,30,31,32	6607.0	0.8057117863257767	5323.337772254406	176	652.0	undepleted
277	3p	25,26,27,28,29,30,31,32	6607.0	1.3705134774512766	9054.982545520585	177	1193.0	undepleted
278	3p	25,26,27,28,29,30,31,32	6607.0	0.87277359807873	5766.4151625061695	178	822.0	undepleted
279	3p	25,26,27,28,29,30,31,32	6607.0	0.9369001169229806	6190.099072510133	179	717.0	undepleted
280	3p	25,26,27,28,29,30,31,32	6607.0	1.4405025877669093	9517.40059737597	180	1246.0	undepleted
281	3p	25,26,27,28,29,30,31,32	6607.0	0.886310337305016	5855.85239857424	181	698.0	undepleted
282	3p	25,26,27,28,29,30,31,32	6607.0	0.777698401899275	5138.25334134851	182	663.0	undepleted
283	3p	25,26,27,28,29,30,31,32	6607.0	1.400293032587391	9251.736066304893	183	1213.0	undepleted
284	3p	25,26,27,28,29,30,31,32	6607.0	0.7760608131595909	5127.4337925454165	184	773.0	undepleted
285	3p	25,26,27,28,29,30,31,32	6607.0	0.8314161534120194	5493.166525593212	185	727.0	undepleted
286	3p	25,26,27,28,29,30,31,32	6607.0	1.2300214897680797	8126.751982897702	186	1219.0	undepleted
287	3p	25,26,27,28,29,30,31,32	6607.0	0.8631824508459743	5703.046452739352	187	715.0	undepleted
288	3p	25,26,27,28,29,30,31,32	6607.0	0.7865901470503828	5197.001101561879	188	688.0	undepleted
289	3p	25,26,27,28,29,30,31,32	6606.875	1.3338449564000918	8812.546896315856	189	1343.0	undepleted
290	3p	25,26,27,28,29,30,31,32	6606.75	0.8804076023106754	5816.632926566054	190	749.0	undepleted
291	3p	25,26,27,28,29,30,31,32	6606.5	0.7090823299045467	4684.5524125143875	191	673.0	undepleted
292	3p	25,26,27,28,29,30,31,32	6606.375	1.4686976886302527	9702.767692724687	192	1383.0	undepleted
293	3p	25,26,27,28,29,30,31,32	6606.25	0.9268915765379148	6123.2774775036	193	867.0	undepleted
294	3p	25,26,27,28,29,30,31,32	6606.125	0.8833194385056286	5835.318625697995	194	776.0	undepleted
295	3p	25,26,27,28,29,30,31,32	6606.0	1.3665234326407596	9027.253796024857	195	1292.0	undepleted
296	3p	25,26,27,28,29,30,31,32	6606.0	0.7231363791625385	4777.038920747729	196	788.0	undepleted
297	3p	25,26,27,28,29,30,31,32	6606.0	0.8196556642139283	5414.645317797211	197	686.0	undepleted
298	3p	25,26,27,28,29,30,31,32	6606.0	1.344163704019492	8879.545428752765	198	1209.0	undepleted
299	3p	25,26,27,28,29,30,31,32	6606.0	0.7681119745885371	5074.147704131876	199	781.0	undepleted
